"pacto2","Número Distrito...7","Comuna","n_candidatos","votos","totalvotos","votos_w","pactoid","p_candidatos","votos_w2","total_w","indice_electoral"
"Lista del apruebo",19,"QUIRIHUE",5,460,813782,0.26002049688983,"Lista del apruebo19",0.0276243093922652,0.00718288665441521,251.371977170749,2.85747311027278e-05
"Lista del apruebo",19,"RANQUIL",5,311,813782,0.118853697919099,"Lista del apruebo19",0.0276243093922652,0.00328325132373201,251.371977170749,1.30613259309402e-05
"Lista del apruebo",19,"SAN CARLOS",5,2123,813782,5.53849679643934,"Lista del apruebo19",0.0276243093922652,0.15299714907291,251.371977170749,0.000608648389509956
"Lista del apruebo",19,"SAN FABIAN",5,97,813782,0.0115620645332534,"Lista del apruebo19",0.0276243093922652,0.000319394047879928,251.371977170749,1.27060323698283e-06
"Lista del apruebo",19,"SAN IGNACIO",5,666,813782,0.545055063886889,"Lista del apruebo19",0.0276243093922652,0.0150567697206323,251.371977170749,5.98983621408391e-05
"Lista del apruebo",19,"SAN NICOLAS",5,1086,813782,1.4492775706516,"Lista del apruebo19",0.0276243093922652,0.0400352920069503,251.371977170749,0.000159267124591837
"Lista del apruebo",19,"TREHUACO",5,498,813782,0.304754836061746,"Lista del apruebo19",0.0276243093922652,0.00841864188015874,251.371977170749,3.34907732155053e-05
"Lista del apruebo",19,"YUNGAY",5,894,813782,0.982125434084312,"Lista del apruebo19",0.0276243093922652,0.0271305368531578,251.371977170749,0.000107929838315783
"Lista del apruebo",20,"CHIGUAYANTE",8,4474,813782,24.5970984858353,"Lista del apruebo20",0.0441988950276243,1.08716457395957,251.371977170749,0.00432492351055142
"Lista del apruebo",20,"CONCEPCION",8,12260,813782,184.70253704309,"Lista del apruebo20",0.0441988950276243,8.16364804610343,251.371977170749,0.0324763648597079
"Lista del apruebo",20,"CORONEL",8,3635,813782,16.2368115785309,"Lista del apruebo20",0.0441988950276243,0.7176491305428,251.371977170749,0.00285492893289105
"Lista del apruebo",20,"FLORIDA",8,431,813782,0.228268750107523,"Lista del apruebo20",0.0441988950276243,0.0100892265240894,251.371977170749,4.01366398818437e-05
"Lista del apruebo",20,"HUALPEN",8,4388,813782,23.6605675721508,"Lista del apruebo20",0.0441988950276243,1.0457709424155,251.371977170749,0.00416025268284039
"Lista del apruebo",20,"HUALQUI",8,998,813782,1.22391991958534,"Lista del apruebo20",0.0441988950276243,0.054095908047971,251.371977170749,0.000215202619865719
"Lista del apruebo",20,"PENCO",8,3053,813782,11.4536927580114,"Lista del apruebo20",0.0441988950276243,0.506240563890005,251.371977170749,0.00201391010083089
"Lista del apruebo",20,"SAN PEDRO DE LA PAZ",8,4758,813782,27.8189539704737,"Lista del apruebo20",0.0441988950276243,1.22956702631928,251.371977170749,0.00489142441475913
"Lista del apruebo",20,"SANTA JUANA",8,822,813782,0.830300989699944,"Lista del apruebo20",0.0441988950276243,0.0366983862850804,251.371977170749,0.000145992352441705
"Lista del apruebo",20,"TALCAHUANO",8,5680,813782,39.6450154955504,"Lista del apruebo20",0.0441988950276243,1.75226587825637,251.371977170749,0.0069708083533357
"Lista del apruebo",20,"TOME",8,2724,813782,9.11813728983929,"Lista del apruebo20",0.0441988950276243,0.403011592921074,251.371977170749,0.00160324789364775
"Lista del apruebo",21,"ALTO BIOBIO",6,91,813782,0.0101759439260146,"Lista del apruebo21",0.0331491712707182,0.000337324108044682,251.371977170749,1.34193203172981e-06
"Lista del apruebo",21,"ANTUCO",6,579,813782,0.411954307173174,"Lista del apruebo21",0.0331491712707182,0.0136559438841936,251.371977170749,5.43256413777481e-05
"Lista del apruebo",21,"ARAUCO",6,1014,813782,1.26347842542597,"Lista del apruebo21",0.0331491712707182,0.041883262721303,251.371977170749,0.000166618662878452
"Lista del apruebo",21,"CABRERO",6,1078,813782,1.4280040600554,"Lista del apruebo21",0.0331491712707182,0.0473371511620573,251.371977170749,0.000188315148310675
"Lista del apruebo",21,"CAÑETE",6,567,813782,0.395055432535986,"Lista del apruebo21",0.0331491712707182,0.0130957601945631,251.371977170749,5.20971364507648e-05
"Lista del apruebo",21,"CONTULMO",6,140,813782,0.0240850743810996,"Lista del apruebo21",0.0331491712707182,0.000798400255727059,251.371977170749,3.17617048930132e-06
"Lista del apruebo",21,"CURANILAHUE",6,809,813782,0.804246100306962,"Lista del apruebo21",0.0331491712707182,0.0266600917228827,251.371977170749,0.000106058328469817
"Lista del apruebo",21,"LAJA",6,1418,813782,2.47083862754399,"Lista del apruebo21",0.0331491712707182,0.081906252846762,251.371977170749,0.000325836848516832
"Lista del apruebo",21,"LEBU",6,442,813782,0.240069207723936,"Lista del apruebo21",0.0331491712707182,0.00795809528366638,251.371977170749,3.16586414016256e-05
"Lista del apruebo",21,"LOS ALAMOS",6,525,813782,0.338696358484213,"Lista del apruebo21",0.0331491712707182,0.0112275035961618,251.371977170749,4.46648975057998e-05
"Lista del apruebo",21,"LOS ANGELES",6,10549,813782,136.745960220305,"Lista del apruebo21",0.0331491712707182,4.5330152559217,251.371977170749,0.0180330970338932
"Lista del apruebo",21,"LOTA",6,3383,813782,14.0635809098751,"Lista del apruebo21",0.0331491712707182,0.466196052261054,251.371977170749,0.00185460629903221
"Lista del apruebo",21,"MULCHEN",6,1947,813782,4.65826105762968,"Lista del apruebo21",0.0331491712707182,0.154417493623083,251.371977170749,0.000614298758998869
"Lista del apruebo",21,"NACIMIENTO",6,656,813782,0.528809926982902,"Lista del apruebo21",0.0331491712707182,0.0175296108392122,251.371977170749,6.97357399838761e-05
"Lista del apruebo",21,"NEGRETE",6,433,813782,0.230392168910101,"Lista del apruebo21",0.0331491712707182,0.00763730946663319,251.371977170749,3.03825014728885e-05
"Lista del apruebo",21,"QUILACO",6,511,813782,0.3208734034422,"Lista del apruebo21",0.0331491712707182,0.0106366874069237,251.371977170749,4.23145313437168e-05
"Lista del apruebo",21,"QUILLECO",6,695,813782,0.593555768006665,"Lista del apruebo21",0.0331491712707182,0.0196758818123756,251.371977170749,7.827396686708e-05
"Lista del apruebo",21,"SAN ROSENDO",6,642,813782,0.506479622306711,"Lista del apruebo21",0.0331491712707182,0.0167893797449738,251.371977170749,6.67909762016524e-05
"Lista del apruebo",21,"SANTA BARBARA",6,723,813782,0.64234524725295,"Lista del apruebo21",0.0331491712707182,0.0212932126161199,251.371977170749,8.47079808011218e-05
"Lista del apruebo",21,"TIRUA",6,67,813782,0.00551621933146715,"Lista del apruebo21",0.0331491712707182,0.000182858099385651,251.371977170749,7.27440271758858e-07
"Lista del apruebo",21,"TUCAPEL",6,881,813782,0.95377017432187,"Lista del apruebo21",0.0331491712707182,0.0316166908614985,251.371977170749,0.000125776513425847
"Lista del apruebo",21,"YUMBEL",6,778,813782,0.743791334780076,"Lista del apruebo21",0.0331491712707182,0.0246560663463009,251.371977170749,9.8085978492156e-05
"Lista del apruebo",22,"ANGOL",5,2101,813782,5.42430405194512,"Lista del apruebo22",0.0276243093922652,0.14984265336865,251.371977170749,0.00059609927508692
"Lista del apruebo",22,"COLLIPULLI",5,1009,813782,1.25104880668287,"Lista del apruebo22",0.0276243093922652,0.0345593593006318,251.371977170749,0.000137482943363876
"Lista del apruebo",22,"CURACAUTIN",5,1618,813782,3.21698440122785,"Lista del apruebo22",0.0276243093922652,0.088866972409609,251.371977170749,0.000353527761566057
"Lista del apruebo",22,"ERCILLA",5,332,813782,0.135446593805221,"Lista del apruebo22",0.0276243093922652,0.00374161861340388,251.371977170749,1.48847880957801e-05
"Lista del apruebo",22,"GALVARINO",5,1025,813782,1.2910398607981,"Lista del apruebo22",0.0276243093922652,0.0356640845524337,251.371977170749,0.000141877726204175
"Lista del apruebo",22,"LAUTARO",5,2477,813782,7.53952409859152,"Lista del apruebo22",0.0276243093922652,0.208274146369931,251.371977170749,0.000828549581039644
"Lista del apruebo",22,"LONQUIMAY",5,877,813782,0.945129039472488,"Lista del apruebo22",0.0276243093922652,0.0261085370020024,251.371977170749,0.000103864151031711
"Lista del apruebo",22,"LOS SAUCES",5,444,813782,0.242246695060839,"Lista del apruebo22",0.0276243093922652,0.00669189765361435,251.371977170749,2.66214942848174e-05
"Lista del apruebo",22,"LUMACO",5,649,813782,0.517584561958854,"Lista del apruebo22",0.0276243093922652,0.0142979160762114,251.371977170749,5.68795147221175e-05
"Lista del apruebo",22,"MELIPEUCO",5,449,813782,0.247733422464493,"Lista del apruebo22",0.0276243093922652,0.00684346470896389,251.371977170749,2.72244535209879e-05
"Lista del apruebo",22,"PERQUENCO",5,620,813782,0.472362377147688,"Lista del apruebo22",0.0276243093922652,0.0130486844515936,251.371977170749,5.19098612282069e-05
"Lista del apruebo",22,"PUREN",5,273,813782,0.0915834953341313,"Lista del apruebo22",0.0276243093922652,0.00252993081033512,251.371977170749,1.00644902379735e-05
"Lista del apruebo",22,"RENAICO",5,1051,813782,1.35736720645087,"Lista del apruebo22",0.0276243093922652,0.0374963316699135,251.371977170749,0.000149166713378092
"Lista del apruebo",22,"TRAIGUEN",5,1033,813782,1.31127132327822,"Lista del apruebo22",0.0276243093922652,0.0362229647314427,251.371977170749,0.000144101045546686
"Lista del apruebo",22,"VICTORIA",5,2290,813782,6.44410911030227,"Lista del apruebo22",0.0276243093922652,0.178014063820505,251.371977170749,0.000708169883628616
"Lista del apruebo",22,"VILCUN",5,1526,813782,2.86154768721844,"Lista del apruebo22",0.0276243093922652,0.0790482786524432,251.371977170749,0.000314467346528241
"Lista del apruebo",23,"CARAHUE",7,394,813782,0.190758704419611,"Lista del apruebo23",0.0386740331491713,0.00737740845821701,251.371977170749,2.9348571552213e-05
"Lista del apruebo",23,"CHOLCHOL",7,261,813782,0.0837091506079024,"Lista del apruebo23",0.0386740331491713,0.00323737046549899,251.371977170749,1.28788041608152e-05
"Lista del apruebo",23,"CUNCO",7,595,813782,0.435036656008612,"Lista del apruebo23",0.0386740331491713,0.0168246220555817,251.371977170749,6.69311760401725e-05
"Lista del apruebo",23,"CURARREHUE",7,109,813782,0.0145997330980533,"Lista del apruebo23",0.0386740331491713,0.000564630561803166,251.371977170749,2.24619533234458e-06
"Lista del apruebo",23,"FREIRE",7,565,813782,0.392273360678904,"Lista del apruebo23",0.0386740331491713,0.0151707929544328,251.371977170749,6.03519657409055e-05
"Lista del apruebo",23,"GORBEA",7,908,813782,1.0131263655377,"Lista del apruebo23",0.0386740331491713,0.0391816826451044,251.371977170749,0.000155871322993531
"Lista del apruebo",23,"LONCOCHE",7,665,813782,0.54341949072356,"Lista del apruebo23",0.0386740331491713,0.0210162233981487,251.371977170749,8.36060711090045e-05
"Lista del apruebo",23,"NUEVA IMPERIAL",7,906,813782,1.00866816911654,"Lista del apruebo23",0.0386740331491713,0.0390092662089271,251.371977170749,0.000155185421414056
"Lista del apruebo",23,"PADRE LAS CASAS",7,1556,813782,2.97516533912031,"Lista del apruebo23",0.0386740331491713,0.115061642949404,251.371977170749,0.000457734566296728
"Lista del apruebo",23,"PITRUFQUEN",7,869,813782,0.927964737484978,"Lista del apruebo23",0.0386740331491713,0.035888139018756,251.371977170749,0.000142769052551861
"Lista del apruebo",23,"PUCON",7,666,813782,0.545055063886889,"Lista del apruebo23",0.0386740331491713,0.0210794776088852,251.371977170749,8.38577069971747e-05
"Lista del apruebo",23,"SAAVEDRA",7,192,813782,0.0452996011216763,"Lista del apruebo23",0.0386740331491713,0.00175191827542395,251.371977170749,6.96942553080975e-06
"Lista del apruebo",23,"TEMUCO",7,10915,813782,146.399434983816,"Lista del apruebo23",0.0386740331491713,5.66185660158406,251.371977170749,0.0225238177513245
"Lista del apruebo",23,"TEODORO SCHMIDT",7,382,813782,0.179315836427938,"Lista del apruebo23",0.0386740331491713,0.00693486660218544,251.371977170749,2.75880656238575e-05
"Lista del apruebo",23,"TOLTEN",7,194,813782,0.0462482581330135,"Lista del apruebo23",0.0386740331491713,0.00178860666812759,251.371977170749,7.11537812710383e-06
"Lista del apruebo",23,"VILLARRICA",7,1538,813782,2.90672932062887,"Lista del apruebo23",0.0386740331491713,0.112414946101669,251.371977170749,0.000447205561124694
"Lista del apruebo",24,"CORRAL",6,650,813782,0.519180812551765,"Lista del apruebo24",0.0331491712707182,0.0172104136757491,251.371977170749,6.84659199862146e-05
"Lista del apruebo",24,"FUTRONO",6,1657,813782,3.3739367545608,"Lista del apruebo24",0.0331491712707182,0.111843207333507,251.371977170749,0.000444931088152024
"Lista del apruebo",24,"LA UNION",6,2439,813782,7.30996876313312,"Lista del apruebo24",0.0331491712707182,0.2423194065127,251.371977170749,0.000963987351494236
"Lista del apruebo",24,"LAGO RANCO",6,448,813782,0.24663116166246,"Lista del apruebo24",0.0331491712707182,0.00817561861864508,251.371977170749,3.25239858104455e-05
"Lista del apruebo",24,"LANCO",6,1360,813782,2.27284457016744,"Lista del apruebo24",0.0331491712707182,0.0753429139282024,251.371977170749,0.000299726782500598
"Lista del apruebo",24,"LOS LAGOS",6,1947,813782,4.65826105762968,"Lista del apruebo24",0.0331491712707182,0.154417493623083,251.371977170749,0.000614298758998869
"Lista del apruebo",24,"MAFIL",6,561,813782,0.386738708892554,"Lista del apruebo24",0.0331491712707182,0.0128200676980957,251.371977170749,5.10003853348673e-05
"Lista del apruebo",24,"MARIQUINA",6,1212,813782,1.80508293375867,"Lista del apruebo24",0.0331491712707182,0.0598370033290168,251.371977170749,0.000238041662410012
"Lista del apruebo",24,"PAILLACO",6,2989,813782,10.9785188170788,"Lista del apruebo24",0.0331491712707182,0.363928800566147,251.371977170749,0.00144776997285955
"Lista del apruebo",24,"PANGUIPULLI",6,1186,813782,1.72846782062026,"Lista del apruebo24",0.0331491712707182,0.0572972758216662,251.371977170749,0.000227938199263739
"Lista del apruebo",24,"RIO BUENO",6,1598,813782,3.13794603468742,"Lista del apruebo24",0.0331491712707182,0.104020310542125,251.371977170749,0.000413810289089888
"Lista del apruebo",24,"VALDIVIA",6,15017,813782,277.113881850422,"Lista del apruebo24",0.0331491712707182,9.18609553095321,251.371977170749,0.0365438329058985
"Lista del apruebo",25,"FRESIA",6,688,813782,0.581659461624858,"Lista del apruebo25",0.0331491712707182,0.0192815291146362,251.371977170749,7.67051655146859e-05
"Lista del apruebo",25,"FRUTILLAR",6,1525,813782,2.85779852589514,"Lista del apruebo25",0.0331491712707182,0.0947336527921041,251.371977170749,0.000376866402764356
"Lista del apruebo",25,"LLANQUIHUE",6,1201,813782,1.77246609042717,"Lista del apruebo25",0.0331491712707182,0.0587557820031105,251.371977170749,0.00023374038213973
"Lista del apruebo",25,"LOS MUERMOS",6,924,813782,1.0491458400407,"Lista del apruebo25",0.0331491712707182,0.0347783151394707,251.371977170749,0.000138353986513965
"Lista del apruebo",25,"OSORNO",6,9321,813782,106.76205789757,"Lista del apruebo25",0.0331491712707182,3.53907374246087,251.371977170749,0.0140790305359172
"Lista del apruebo",25,"PUERTO OCTAY",6,631,813782,0.489272311257806,"Lista del apruebo25",0.0331491712707182,0.0162189716439052,251.371977170749,6.45217968464644e-05
"Lista del apruebo",25,"PUERTO VARAS",6,2383,813782,6.9781452526598,"Lista del apruebo25",0.0331491712707182,0.231319732132369,251.371977170749,0.00092022879692449
"Lista del apruebo",25,"PURRANQUE",6,1405,813782,2.42574178342603,"Lista del apruebo25",0.0331491712707182,0.0804113298373269,251.371977170749,0.000319889793374644
"Lista del apruebo",25,"PUYEHUE",6,1019,813782,1.27596948568536,"Lista del apruebo25",0.0331491712707182,0.0422973310171941,251.371977170749,0.00016826589619599
"Lista del apruebo",25,"RIO NEGRO",6,922,813782,1.04460899847871,"Lista del apruebo25",0.0331491712707182,0.0346279226015041,251.371977170749,0.00013775569970547
"Lista del apruebo",25,"SAN JUAN DE LA COSTA",6,244,813782,0.0731596422629156,"Lista del apruebo25",0.0331491712707182,0.00242518151147787,251.371977170749,9.64777991076751e-06
"Lista del apruebo",25,"SAN PABLO",6,678,813782,0.564873639377622,"Lista del apruebo25",0.0331491712707182,0.0187250930180427,251.371977170749,7.44915691430605e-05
"Lista del apruebo",26,"ANCUD",6,3740,813782,17.1883870618913,"Lista del apruebo26",0.0331491712707182,0.569780786582031,251.371977170749,0.00226668379266077
"Lista del apruebo",26,"CALBUCO",6,1013,813782,1.26098758635605,"Lista del apruebo26",0.0331491712707182,0.0418006934703663,251.371977170749,0.000166290188512033
"Lista del apruebo",26,"CASTRO",6,4443,813782,24.25741660543,"Lista del apruebo26",0.0331491712707182,0.804113257638562,251.371977170749,0.00319889777169693
"Lista del apruebo",26,"CHAITEN",6,121,813782,0.0179913047966163,"Lista del apruebo26",0.0331491712707182,0.000596396844086728,251.371977170749,2.37256694560513e-06
"Lista del apruebo",26,"CHONCHI",6,1652,813782,3.35360575682431,"Lista del apruebo26",0.0331491712707182,0.111169251607436,251.371977170749,0.000442249978930315
"Lista del apruebo",26,"COCHAMO",6,182,813782,0.0407037757040583,"Lista del apruebo26",0.0331491712707182,0.00134929643217873,251.371977170749,5.36772812691923e-06
"Lista del apruebo",26,"CURACO DE VELEZ",6,646,813782,0.512810556144029,"Lista del apruebo26",0.0331491712707182,0.0169992449550507,251.371977170749,6.76258553016973e-05
"Lista del apruebo",26,"DALCAHUE",6,1430,813782,2.51283513275054,"Lista del apruebo26",0.0331491712707182,0.0832984021906256,251.371977170749,0.000331375052733279
"Lista del apruebo",26,"FUTALEUFU",6,90,813782,0.00995352563708708,"Lista del apruebo26",0.0331491712707182,0.000329951126091284,251.371977170749,1.3126010695582e-06
"Lista del apruebo",26,"HUALAIHUE",6,446,813782,0.244434013040347,"Lista del apruebo26",0.0331491712707182,0.00810278496266345,251.371977170749,3.22342412780541e-05
"Lista del apruebo",26,"MAULLIN",6,738,813782,0.669275063837735,"Lista del apruebo26",0.0331491712707182,0.022185913718378,251.371977170749,8.82592959170932e-05
"Lista del apruebo",26,"PALENA",6,42,813782,0.00216765669429896,"Lista del apruebo26",0.0331491712707182,7.18560230154353e-05,251.371977170749,2.85855344037119e-07
"Lista del apruebo",26,"PUERTO MONTT",6,11123,813782,152.032275228501,"Lista del apruebo26",0.0331491712707182,5.03974393022655,251.371977170749,0.0200489489200429
"Lista del apruebo",26,"PUQUELDON",6,468,813782,0.269143333226835,"Lista del apruebo26",0.0331491712707182,0.00892187844950833,251.371977170749,3.54927329208537e-05
"Lista del apruebo",26,"QUEILEN",6,711,813782,0.621199535010605,"Lista del apruebo26",0.0331491712707182,0.0205922497793571,251.371977170749,8.19194327511271e-05
"Lista del apruebo",26,"QUELLON",6,1807,813782,4.01243699172506,"Lista del apruebo26",0.0331491712707182,0.133008961051659,251.371977170749,0.000529132016021461
"Lista del apruebo",26,"QUEMCHI",6,1015,813782,1.26597172215655,"Lista del apruebo26",0.0331491712707182,0.0419659134416535,251.371977170749,0.0001669474613439
"Lista del apruebo",26,"QUINCHAO",6,1026,813782,1.29356019179584,"Lista del apruebo26",0.0331491712707182,0.0428804483468233,251.371977170749,0.000170585634999783
"Lista del apruebo",27,"AYSEN",6,4158,813782,21.2452032608242,"Lista del apruebo27",0.0331491712707182,0.704260881574281,251.371977170749,0.0028016682269078
"Lista del apruebo",27,"CHILE CHICO",6,521,813782,0.333554932402044,"Lista del apruebo27",0.0331491712707182,0.0110570695823882,251.371977170749,4.39868823360428e-05
"Lista del apruebo",27,"CISNES",6,270,813782,0.0895817307337837,"Lista del apruebo27",0.0331491712707182,0.00296956013482156,251.371977170749,1.18134096260238e-05
"Lista del apruebo",27,"COCHRANE",6,274,813782,0.092255665522216,"Lista del apruebo27",0.0331491712707182,0.00305819885709003,251.371977170749,1.21660293701421e-05
"Lista del apruebo",27,"COYHAIQUE",6,4180,813782,21.4706149804247,"Lista del apruebo27",0.0331491712707182,0.711733093273748,251.371977170749,0.00283139394169736
"Lista del apruebo",27,"GUAITECAS",6,169,813782,0.0350966229284993,"Lista del apruebo27",0.0331491712707182,0.00116342396448064,251.371977170749,4.62829619106811e-06
"Lista del apruebo",27,"LAGO VERDE",6,118,813782,0.0171102334531853,"Lista del apruebo27",0.0331491712707182,0.000567190059221611,251.371977170749,2.25637744352202e-06
"Lista del apruebo",27,"O'HIGGINS",6,53,813782,0.00345178438451576,"Lista del apruebo27",0.0331491712707182,0.000114423791751903,251.371977170749,4.55197086961602e-07
"Lista del apruebo",27,"RIO IBAÑEZ",6,233,813782,0.0667119695446692,"Lista del apruebo27",0.0331491712707182,0.00221144650424318,251.371977170749,8.79750610682037e-06
"Lista del apruebo",27,"TORTEL",6,69,813782,0.00585046118002119,"Lista del apruebo27",0.0331491712707182,0.000193937939669211,251.371977170749,7.71517739773652e-07
"Lista del apruebo",28,"CABO DE HORNOS(EX-NAVARINO) Y ANTARTICA",6,110,813782,0.0148688469393523,"Lista del apruebo28",0.0331491712707182,0.000492889953790684,251.371977170749,1.96079912859928e-06
"Lista del apruebo",28,"LAGUNA BLANCA",6,54,813782,0.00358326922935135,"Lista del apruebo28",0.0331491712707182,0.000118782405392862,251.371977170749,4.72536385040951e-07
"Lista del apruebo",28,"NATALES",6,834,813782,0.854720305929598,"Lista del apruebo28",0.0331491712707182,0.0283332698098209,251.371977170749,0.000112714512288595
"Lista del apruebo",28,"PORVENIR",6,137,813782,0.023063916380554,"Lista del apruebo28",0.0331491712707182,0.000764549714272508,251.371977170749,3.04150734253553e-06
"Lista del apruebo",28,"PRIMAVERA",6,126,813782,0.0195089102486907,"Lista del apruebo28",0.0331491712707182,0.000646704207138918,251.371977170749,2.57269809633407e-06
"Lista del apruebo",28,"PUNTA ARENAS",6,5554,813782,37.9056258309965,"Lista del apruebo28",0.0331491712707182,1.25654008279546,251.371977170749,0.00499872776965085
"Lista del apruebo",28,"RIO VERDE",6,34,813782,0.00142052785635465,"Lista del apruebo28",0.0331491712707182,4.70893212051265e-05,251.371977170749,1.87329239062874e-07
"Lista del apruebo",28,"SAN GREGORIO",6,63,813782,0.00487722756217267,"Lista del apruebo28",0.0331491712707182,0.000161676051784729,251.371977170749,6.43174524083517e-07
"Lista del apruebo",28,"TIMAUKEL",6,32,813782,0.0012583222533799,"Lista del apruebo28",0.0331491712707182,4.17123398910463e-05,251.371977170749,1.65938703114518e-07
"Lista del apruebo",28,"TORRES DEL PAINE",6,105,813782,0.0135478543393685,"Lista del apruebo28",0.0331491712707182,0.000449100143846471,251.371977170749,1.78659590023199e-06
"Nueva Constitucion",1,"ARICA",6,6605,462081,94.4120727751195,"Nueva Constitucion1",0.0508474576271186,4.80061386992133,461.908483999375,0.0103929978257941
"Nueva Constitucion",1,"CAMARONES",6,86,462081,0.01600585178789,"Nueva Constitucion1",0.0508474576271186,0.000813856870570678,461.908483999375,1.76194397540397e-06
"Nueva Constitucion",1,"GENERAL LAGOS",6,12,462081,0.000311633674615489,"Nueva Constitucion1",0.0508474576271186,1.58457800651944e-05,461.908483999375,3.4305020613598e-08
"Nueva Constitucion",1,"PUTRE",6,60,462081,0.00779084186538724,"Nueva Constitucion1",0.0508474576271186,0.00039614450162986,461.908483999375,8.57625515339951e-07
"Nueva Constitucion",3,"ANTOFAGASTA",4,6999,462081,106.011718724639,"Nueva Constitucion3",0.0338983050847458,3.59361758388607,461.908483999375,0.00777993413927191
"Nueva Constitucion",3,"CALAMA",4,4655,462081,46.8944297644785,"Nueva Constitucion3",0.0338983050847458,1.58964168693148,461.908483999375,0.00344146458009987
"Nueva Constitucion",3,"MARIA ELENA",4,186,462081,0.0748699903263714,"Nueva Constitucion3",0.0338983050847458,0.0025379657737753,461.908483999375,5.49452080161129e-06
"Nueva Constitucion",3,"MEJILLONES",4,372,462081,0.299479961305485,"Nueva Constitucion3",0.0338983050847458,0.0101518630951012,461.908483999375,2.19780832064451e-05
"Nueva Constitucion",3,"OLLAGUE",4,21,462081,0.000954378128509937,"Nueva Constitucion3",0.0338983050847458,3.23518009664385e-05,461.908483999375,7.0039417086096e-08
"Nueva Constitucion",3,"SAN PEDRO DE ATACAMA",4,128,462081,0.0354569869784735,"Nueva Constitucion3",0.0338983050847458,0.00120193176198215,461.908483999375,2.60209934135736e-06
"Nueva Constitucion",3,"SIERRA GORDA",4,78,462081,0.0131665227525044,"Nueva Constitucion3",0.0338983050847458,0.000446322805169642,461.908483999375,9.66258080616345e-07
"Nueva Constitucion",3,"TALTAL",4,315,462081,0.214735078914736,"Nueva Constitucion3",0.0338983050847458,0.00727915521744867,461.908483999375,1.57588688443716e-05
"Nueva Constitucion",3,"TOCOPILLA",4,407,462081,0.358484767822092,"Nueva Constitucion3",0.0338983050847458,0.0121520260278675,461.908483999375,2.63082979612125e-05
"Nueva Constitucion",4,"ALTO DEL CARMEN",6,126,462081,0.0343576126263577,"Nueva Constitucion4",0.0508474576271186,0.00174699725218768,461.908483999375,3.78212852264918e-06
"Nueva Constitucion",4,"CALDERA",6,955,462081,1.97373404229994,"Nueva Constitucion4",0.0508474576271186,0.100359358083048,461.908483999375,0.000217271086285533
"Nueva Constitucion",4,"CHAÑARAL",6,403,462081,0.351473010143243,"Nueva Constitucion4",0.0508474576271186,0.0178715089903344,461.908483999375,3.86905839780128e-05
"Nueva Constitucion",4,"COPIAPO",6,7682,462081,127.71164362958,"Nueva Constitucion4",0.0508474576271186,6.49381238794475,461.908483999375,0.0140586558006446
"Nueva Constitucion",4,"DIEGO DE ALMAGRO",6,564,462081,0.688398787225616,"Nueva Constitucion4",0.0508474576271186,0.0350033281640144,461.908483999375,7.5779790535438e-05
"Nueva Constitucion",4,"FREIRINA",6,645,462081,0.900329163068813,"Nueva Constitucion4",0.0508474576271186,0.0457794489696006,461.908483999375,9.91093486164731e-05
"Nueva Constitucion",4,"HUASCO",6,439,462081,0.417071898649804,"Nueva Constitucion4",0.0508474576271186,0.0212070456940578,461.908483999375,4.59117908171752e-05
"Nueva Constitucion",4,"TIERRA AMARILLA",6,663,462081,0.951281268868445,"Nueva Constitucion4",0.0508474576271186,0.0483702340102599,461.908483999375,0.000104718219486796
"Nueva Constitucion",4,"VALLENAR",6,3645,462081,28.7525888318282,"Nueva Constitucion4",0.0508474576271186,1.46199604229635,461.908483999375,0.0031651205659568
"Nueva Constitucion",6,"CABILDO",8,520,462081,0.585178789000197,"Nueva Constitucion6",0.0677966101694915,0.0396731382373015,461.908483999375,8.58896071658973e-05
"Nueva Constitucion",6,"CALERA",8,1564,462081,5.29365197876563,"Nueva Constitucion6",0.0677966101694915,0.358891659577331,461.908483999375,0.000776975682433701
"Nueva Constitucion",6,"CALLE LARGA",8,493,462081,0.525987867927917,"Nueva Constitucion6",0.0677966101694915,0.035660194435791,461.908483999375,7.72018606955036e-05
"Nueva Constitucion",6,"CATEMU",8,373,462081,0.301092232747072,"Nueva Constitucion6",0.0677966101694915,0.0204130327286151,461.908483999375,4.41928075273082e-05
"Nueva Constitucion",6,"HIJUELAS",8,943,462081,1.92444398276493,"Nueva Constitucion6",0.0677966101694915,0.130470778492537,461.908483999375,0.000282460234033532
"Nueva Constitucion",6,"LA CRUZ",8,689,462081,1.02735451143847,"Nueva Constitucion6",0.0677966101694915,0.0696511533178624,461.908483999375,0.000150789941580628
"Nueva Constitucion",6,"LA LIGUA",8,893,462081,1.72577751519755,"Nueva Constitucion6",0.0677966101694915,0.117001865437122,461.908483999375,0.000253300966511973
"Nueva Constitucion",6,"LIMACHE",8,2488,462081,13.3962313966599,"Nueva Constitucion6",0.0677966101694915,0.908219077739654,461.908483999375,0.00196623164371426
"Nueva Constitucion",6,"LLAILLAY",8,685,462081,1.01546049285731,"Nueva Constitucion6",0.0677966101694915,0.068844779176767,461.908483999375,0.000149044197198292
"Nueva Constitucion",6,"LOS ANDES",8,2187,462081,10.3509319794581,"Nueva Constitucion6",0.0677966101694915,0.701758100302247,461.908483999375,0.00151925787165926
"Nueva Constitucion",6,"NOGALES",8,823,462081,1.46582309162246,"Nueva Constitucion6",0.0677966101694915,0.0993778367201671,461.908483999375,0.000215146160251738
