"pacto2","Número Distrito...7","Comuna","n_candidatos","votos","totalvotos","votos_w","pactoid","p_candidatos","votos_w2","total_w","indice_electoral"
"Lista del apruebo",2,"CAMIÑA",6,7,813782,6.0212685952749e-05,"Lista del apruebo2",0.0331491712707182,1.99600063931765e-06,251.371977170749,7.94042622325329e-09
"Lista del apruebo",2,"COLCHANE",6,5,813782,3.07207581391577e-05,"Lista del apruebo2",0.0331491712707182,1.01836767312125e-06,251.371977170749,4.05123786900678e-09
"Lista del apruebo",2,"HUARA",6,73,813782,0.00654843680494285,"Lista del apruebo2",0.0331491712707182,0.000217075253202525,251.371977170749,8.63561864157486e-07
"Lista del apruebo",2,"IQUIQUE",6,5424,813782,36.1519129201678,"Lista del apruebo2",0.0331491712707182,1.19840595315473,251.371977170749,0.00476746042515587
"Lista del apruebo",2,"PICA",6,136,813782,0.0227284457016744,"Lista del apruebo2",0.0331491712707182,0.000753429139282024,251.371977170749,2.99726782500598e-06
"Lista del apruebo",2,"POZO ALMONTE",6,314,813782,0.121157754779536,"Lista del apruebo2",0.0331491712707182,0.0040162791639625,251.371977170749,1.59774339573037e-05
"Lista del apruebo",3,"ANTOFAGASTA",6,9700,813782,115.620645332534,"Lista del apruebo3",0.0331491712707182,3.83272857455913,251.371977170749,0.0152472388437939
"Lista del apruebo",3,"CALAMA",6,2898,813782,10.3202135215574,"Lista del apruebo3",0.0331491712707182,0.342106525576487,251.371977170749,0.00136095729296072
"Lista del apruebo",3,"MARIA ELENA",6,186,813782,0.0425126139432919,"Lista del apruebo3",0.0331491712707182,0.00140925792077211,251.371977170749,5.60626501264634e-06
"Lista del apruebo",3,"MEJILLONES",6,691,813782,0.586743132681726,"Lista del apruebo3",0.0331491712707182,0.0194500485971843,251.371977170749,7.73755643572491e-05
"Lista del apruebo",3,"OLLAGUE",6,11,813782,0.000148688469393523,"Lista del apruebo3",0.0331491712707182,4.92889953790684e-06,251.371977170749,1.96079912859928e-08
"Lista del apruebo",3,"SAN PEDRO DE ATACAMA",6,103,813782,0.0130366609239329,"Lista del apruebo3",0.0331491712707182,0.000432154505765733,251.371977170749,1.71918330209172e-06
"Lista del apruebo",3,"SIERRA GORDA",6,221,813782,0.060017301930984,"Lista del apruebo3",0.0331491712707182,0.0019895238209166,251.371977170749,7.91466035040641e-06
"Lista del apruebo",3,"TALTAL",6,444,813782,0.242246695060839,"Lista del apruebo3",0.0331491712707182,0.00803027718433722,251.371977170749,3.19457931417808e-05
"Lista del apruebo",3,"TOCOPILLA",6,591,813782,0.429207084944125,"Lista del apruebo3",0.0331491712707182,0.0142278591694185,251.371977170749,5.66008165649823e-05
"Lista del apruebo",4,"ALTO DEL CARMEN",6,141,813782,0.0244303757025837,"Lista del apruebo4",0.0331491712707182,0.000809846708372942,251.371977170749,3.22170640294895e-06
"Lista del apruebo",4,"CALDERA",6,1280,813782,2.01331560540784,"Lista del apruebo4",0.0331491712707182,0.0667397438256741,251.371977170749,0.000265501924983228
"Lista del apruebo",4,"CHAÑARAL",6,527,813782,0.341281817489205,"Lista del apruebo4",0.0331491712707182,0.0113132094195316,251.371977170749,4.50058496848554e-05
"Lista del apruebo",4,"COPIAPO",6,5166,813782,32.794478128049,"Lista del apruebo4",0.0331491712707182,1.08710977220052,251.371977170749,0.00432470549993757
"Lista del apruebo",4,"DIEGO DE ALMAGRO",6,432,813782,0.229329230678486,"Lista del apruebo4",0.0331491712707182,0.00760207394514319,251.371977170749,3.02423286426209e-05
"Lista del apruebo",4,"FREIRINA",6,381,813782,0.178378238889531,"Lista del apruebo4",0.0331491712707182,0.00591309079191814,251.371977170749,2.35232696121157e-05
"Lista del apruebo",4,"HUASCO",6,473,813782,0.274924979908624,"Lista del apruebo4",0.0331491712707182,0.00911353524558975,251.371977170749,3.62551758878007e-05
"Lista del apruebo",4,"TIERRA AMARILLA",6,785,813782,0.757235967372097,"Lista del apruebo4",0.0331491712707182,0.0251017447747657,251.371977170749,9.98589622331482e-05
"Lista del apruebo",4,"VALLENAR",6,2817,813782,9.75136953139784,"Lista del apruebo4",0.0331491712707182,0.323249818720371,251.371977170749,0.00128594214183547
"Lista del apruebo",5,"ANDACOLLO",7,997,813782,1.22146840308584,"Lista del apruebo5",0.0386740331491713,0.047239109511607,251.371977170749,0.0001879251221369
"Lista del apruebo",5,"CANELA",7,412,813782,0.208586574782927,"Lista del apruebo5",0.0386740331491713,0.00806688410762702,251.371977170749,3.20914216390454e-05
"Lista del apruebo",5,"COMBARBALA",7,843,813782,0.87326704203337,"Lista del apruebo5",0.0386740331491713,0.0337727585316773,251.371977170749,0.000134353713217351
"Lista del apruebo",5,"COQUIMBO",7,10847,813782,144.580992206758,"Lista del apruebo5",0.0386740331491713,5.59153008534423,251.371977170749,0.0222440470424676
"Lista del apruebo",5,"ILLAPEL",7,1791,813782,3.94169568754286,"Lista del apruebo5",0.0386740331491713,0.152441269683978,251.371977170749,0.000606437007815032
"Lista del apruebo",5,"LA HIGUERA",7,292,813782,0.104774988879086,"Lista del apruebo5",0.0386740331491713,0.00405207139311381,251.371977170749,1.61198214642731e-05
"Lista del apruebo",5,"LA SERENA",7,10377,813782,132.323065636743,"Lista del apruebo5",0.0386740331491713,5.11746662683537,251.371977170749,0.0203581428782701
"Lista del apruebo",5,"LOS VILOS",7,1035,813782,1.31635376550477,"Lista del apruebo5",0.0386740331491713,0.0509087091631678,251.371977170749,0.000202523406690584
"Lista del apruebo",5,"MONTE PATRIA",7,1856,813782,4.23299606036998,"Lista del apruebo5",0.0386740331491713,0.16370702995906,251.371977170749,0.000651254096823444
"Lista del apruebo",5,"OVALLE",7,4039,813782,20.0465493215628,"Lista del apruebo5",0.0386740331491713,0.775280912988616,251.371977170749,0.00308419785576174
"Lista del apruebo",5,"PAIHUANO",7,542,813782,0.36098611175966,"Lista del apruebo5",0.0386740331491713,0.0139607888525836,251.371977170749,5.5538365929709e-05
"Lista del apruebo",5,"PUNITAQUI",7,649,813782,0.517584561958854,"Lista del apruebo5",0.0386740331491713,0.020017082506696,251.371977170749,7.96313206109645e-05
"Lista del apruebo",5,"RIO HURTADO",7,293,813782,0.105493854619542,"Lista del apruebo5",0.0386740331491713,0.00407987283059002,251.371977170749,1.6230420258097e-05
"Lista del apruebo",5,"SALAMANCA",7,700,813782,0.60212685952749,"Lista del apruebo5",0.0386740331491713,0.0232866741253725,251.371977170749,9.26383059379551e-05
"Lista del apruebo",5,"VICUÑA",7,2070,813782,5.26541506201907,"Lista del apruebo5",0.0386740331491713,0.203634836652671,251.371977170749,0.000810093626762334
"Lista del apruebo",6,"CABILDO",9,1139,813782,1.59418738679401,"Lista del apruebo6",0.0497237569060773,0.0792689860836799,251.371977170749,0.000315345357807465
"Lista del apruebo",6,"CALERA",9,2514,813782,7.76644850832287,"Lista del apruebo6",0.0497237569060773,0.386176997651413,251.371977170749,0.00153627704248471
"Lista del apruebo",6,"CALLE LARGA",9,1235,813782,1.87424273331187,"Lista del apruebo6",0.0497237569060773,0.0931943900541814,251.371977170749,0.000370742956725352
"Lista del apruebo",6,"CATEMU",9,1368,813782,2.2996625631926,"Lista del apruebo6",0.0497237569060773,0.114347862258196,251.371977170749,0.000454895026666089
"Lista del apruebo",6,"HIJUELAS",9,753,813782,0.696757854069026,"Lista del apruebo6",0.0497237569060773,0.0346454181581284,251.371977170749,0.00013782529997206
"Lista del apruebo",6,"LA CRUZ",9,1027,813782,1.29608298045422,"Lista del apruebo6",0.0497237569060773,0.0644461150502101,251.371977170749,0.000256377483980379
"Lista del apruebo",6,"LA LIGUA",9,1578,813782,3.05989073240745,"Lista del apruebo6",0.0497237569060773,0.152149262937387,251.371977170749,0.000605275355868473
"Lista del apruebo",6,"LIMACHE",9,1919,813782,4.52524263254778,"Lista del apruebo6",0.0497237569060773,0.225012064601823,251.371977170749,0.000895135834687649
"Lista del apruebo",6,"LLAILLAY",9,1169,813782,1.67927159853622,"Lista del apruebo6",0.0497237569060773,0.0834996927448948,251.371977170749,0.000332175820410467
"Lista del apruebo",6,"LOS ANDES",9,3929,813782,18.9695041178104,"Lista del apruebo6",0.0497237569060773,0.943235011382838,251.371977170749,0.00375234750507662
"Lista del apruebo",6,"NOGALES",9,1324,813782,2.15411006878992,"Lista del apruebo6",0.0497237569060773,0.107110445409444,251.371977170749,0.000426103365279602
"Lista del apruebo",6,"OLMUE",9,788,813782,0.763034817678445,"Lista del apruebo6",0.0497237569060773,0.037940957785116,251.371977170749,0.000150935510839953
"Lista del apruebo",6,"PANQUEHUE",9,771,813782,0.730467127559961,"Lista del apruebo6",0.0497237569060773,0.0363215698786721,251.371977170749,0.000144493313405416
"Lista del apruebo",6,"PAPUDO",9,453,813782,0.252167042279136,"Lista del apruebo6",0.0497237569060773,0.0125386927100123,251.371977170749,4.98810283116608e-05
"Lista del apruebo",6,"PETORCA",9,507,813782,0.315869606356494,"Lista del apruebo6",0.0497237569060773,0.0157062235204886,251.371977170749,6.24819985794194e-05
"Lista del apruebo",6,"PUCHUNCAVI",9,811,813782,0.808227510561797,"Lista del apruebo6",0.0497237569060773,0.0401881082599788,251.371977170749,0.000159875053346461
"Lista del apruebo",6,"PUTAENDO",9,692,813782,0.588442605021984,"Lista del apruebo6",0.0497237569060773,0.029259577045292,251.371977170749,0.000116399518254244
"Lista del apruebo",6,"QUILLOTA",9,5278,813782,34.2318753671131,"Lista del apruebo6",0.0497237569060773,1.70213744919347,251.371977170749,0.0067713890321086
"Lista del apruebo",6,"QUILPUE",9,7012,813782,60.419306399011,"Lista del apruebo6",0.0497237569060773,3.00427490381823,251.371977170749,0.0119515108152947
"Lista del apruebo",6,"QUINTERO",9,1179,813782,1.70812453458051,"Lista del apruebo6",0.0497237569060773,0.084934369122788,251.371977170749,0.000337883204320323
"Lista del apruebo",6,"RINCONADA",9,938,813782,1.08117898896756,"Lista del apruebo6",0.0497237569060773,0.0537602812193815,251.371977170749,0.000213867439897104
"Lista del apruebo",6,"SAN ESTEBAN",9,1435,813782,2.53043812716428,"Lista del apruebo6",0.0497237569060773,0.125822890300986,251.371977170749,0.000500544618048329
"Lista del apruebo",6,"SAN FELIPE",9,4345,813782,23.1991184371244,"Lista del apruebo6",0.0497237569060773,1.15354732560287,251.371977170749,0.00458900526059555
"Lista del apruebo",6,"SANTA MARIA",9,1378,813782,2.33340624393265,"Lista del apruebo6",0.0497237569060773,0.11602572483643,251.371977170749,0.000461569846179064
"Lista del apruebo",6,"VILLA ALEMANA",9,3865,813782,18.3565438901327,"Lista del apruebo6",0.0497237569060773,0.9127563260287,251.371977170749,0.00363109816894463
"Lista del apruebo",6,"ZAPALLAR",9,720,813782,0.637025640773573,"Lista del apruebo6",0.0497237569060773,0.0316753081047633,251.371977170749,0.000126009702677587
"Lista del apruebo",7,"ALGARROBO",7,979,813782,1.1777613660661,"Lista del apruebo7",0.0386740331491713,0.0455487821130535,251.371977170749,0.000181200715472407
"Lista del apruebo",7,"CARTAGENA",7,1205,813782,1.78429235348042,"Lista del apruebo7",0.0386740331491713,0.0690057816263144,251.371977170749,0.00027451660444808
"Lista del apruebo",7,"CASABLANCA",7,2208,813782,5.99087224834169,"Lista del apruebo7",0.0386740331491713,0.231691191924817,251.371977170749,0.000921706526449589
"Lista del apruebo",7,"CONCON",7,3100,813782,11.8090594286922,"Lista del apruebo7",0.0386740331491713,0.456703955805776,251.371977170749,0.00181684514298724
"Lista del apruebo",7,"EL QUISCO",7,1228,813782,1.85305646966878,"Lista del apruebo7",0.0386740331491713,0.0716651673352567,251.371977170749,0.000285096088043962
"Lista del apruebo",7,"EL TABO",7,1052,813782,1.35995143662553,"Lista del apruebo7",0.0386740331491713,0.052594806941319,251.371977170749,0.000209230987213793
"Lista del apruebo",7,"ISLA DE PASCUA",7,185,813782,0.0420567178925068,"Lista del apruebo7",0.0386740331491713,0.00162650290192015,251.371977170749,6.47050208311533e-06
"Lista del apruebo",7,"JUAN FERNANDEZ",7,17,813782,0.000355131964088663,"Lista del apruebo7",0.0386740331491713,1.37343853514952e-05,251.371977170749,5.46376947266715e-08
"Lista del apruebo",7,"SAN ANTONIO",7,2952,813782,10.7084010214038,"Lista del apruebo7",0.0386740331491713,0.414137056076389,251.371977170749,0.00164750685711907
"Lista del apruebo",7,"SANTO DOMINGO",7,782,813782,0.75145923601161,"Lista del apruebo7",0.0386740331491713,0.0290619594037639,251.371977170749,0.000115613362041637
"Lista del apruebo",7,"VALPARAISO",7,13406,813782,220.846413412929,"Lista del apruebo7",0.0386740331491713,8.54102151320719,251.371977170749,0.0339776199771287
"Lista del apruebo",7,"VIÑA DEL MAR",7,18637,813782,426.819183761745,"Lista del apruebo7",0.0386740331491713,16.5068192615039,251.371977170749,0.0656669030784261
"Lista del apruebo",8,"CERRILLOS",7,2802,813782,9.64779756740749,"Lista del apruebo8",0.0386740331491713,0.373119242938411,251.371977170749,0.00148433109823122
"Lista del apruebo",8,"COLINA",7,4414,813782,23.9417878498173,"Lista del apruebo8",0.0386740331491713,0.925925496954259,251.371977170749,0.00368348734562925
"Lista del apruebo",8,"ESTACION CENTRAL",7,5205,813782,33.2915019010005,"Lista del apruebo8",0.0386740331491713,1.28751664810499,251.371977170749,0.00512195775597699
"Lista del apruebo",8,"LAMPA",7,3125,813782,12.0002961481085,"Lista del apruebo8",0.0386740331491713,0.464099851031819,251.371977170749,0.0018462672580109
"Lista del apruebo",8,"MAIPU",7,17221,813782,364.425412456899,"Lista del apruebo8",0.0386740331491713,14.0938004817585,251.371977170749,0.0560675085599737
"Lista del apruebo",8,"PUDAHUEL",7,6489,813782,51.7425072070899,"Lista del apruebo8",0.0386740331491713,2.00109143894823,251.371977170749,0.0079606782803357
"Lista del apruebo",8,"QUILICURA",7,5540,813782,37.7147688201509,"Lista del apruebo8",0.0386740331491713,1.45858221956384,251.371977170749,0.00580248536841906
"Lista del apruebo",8,"TILTIL",7,631,813782,0.489272311257806,"Lista del apruebo8",0.0386740331491713,0.018922133584556,251.371977170749,7.52754296542084e-05
"Lista del apruebo",9,"CERRO NAVIA",7,3877,813782,18.4707071426992,"Lista del apruebo9",0.0386740331491713,0.714336740325382,251.371977170749,0.00284175168754055
"Lista del apruebo",9,"CONCHALI",7,4142,813782,21.0820145935889,"Lista del apruebo9",0.0386740331491713,0.815326531243771,251.371977170749,0.00324350605990557
"Lista del apruebo",9,"HUECHURABA",7,3706,813782,16.8772914613496,"Lista del apruebo9",0.0386740331491713,0.65271292944446,251.371977170749,0.00259660180419033
"Lista del apruebo",9,"INDEPENDENCIA",7,2585,813782,8.21132072225731,"Lista del apruebo9",0.0386740331491713,0.317564889811056,251.371977170749,0.00126332653856378
"Lista del apruebo",9,"LO PRADO",7,4523,813782,25.1388320213522,"Lista del apruebo9",0.0386740331491713,0.972220022925221,251.371977170749,0.00386765475558487
"Lista del apruebo",9,"QUINTA NORMAL",7,5246,813782,33.8180446360327,"Lista del apruebo9",0.0386740331491713,1.30788017929408,251.371977170749,0.00520296730771099
"Lista del apruebo",9,"RECOLETA",7,3952,813782,19.1922455891135,"Lista del apruebo9",0.0386740331491713,0.742241542120413,251.371977170749,0.00295276168200814
"Lista del apruebo",9,"RENCA",7,5777,813782,41.0106502724317,"Lista del apruebo9",0.0386740331491713,1.58604724810509,251.371977170749,0.00630956268855593
"Lista del apruebo",10,"LA GRANJA",8,6694,813782,55.0634395943877,"Lista del apruebo10",0.0441988950276243,2.43374318649227,251.371977170749,0.00968183969384584
"Lista del apruebo",10,"MACUL",8,6682,813782,54.8661975811704,"Lista del apruebo10",0.0441988950276243,2.42502530745504,251.371977170749,0.00964715850489491
"Lista del apruebo",10,"ÑUÑOA",8,13332,813782,218.415034984799,"Lista del apruebo10",0.0441988950276243,9.65370320374804,251.371977170749,0.0384040548688152
"Lista del apruebo",10,"PROVIDENCIA",8,10074,813782,124.708430513332,"Lista del apruebo10",0.0441988950276243,5.51197482931852,251.371977170749,0.0219275628546869
"Lista del apruebo",10,"SAN JOAQUIN",8,5173,813782,32.8834122652012,"Lista del apruebo10",0.0441988950276243,1.45341048685972,251.371977170749,0.00578191134595908
"Lista del apruebo",10,"SANTIAGO",8,15019,813782,277.187700145739,"Lista del apruebo10",0.0441988950276243,12.2513900616901,251.371977170749,0.0487380900591323
"Lista del apruebo",11,"LA REINA",6,7351,813782,66.4025512975219,"Lista del apruebo11",0.0331491712707182,2.20118954577421,251.371977170749,0.00875670220105325
"Lista del apruebo",11,"LAS CONDES",6,15781,813782,306.02785635465,"Lista del apruebo11",0.0331491712707182,10.1445698239111,251.371977170749,0.0403568048359669
"Lista del apruebo",11,"LO BARNECHEA",6,3020,813782,11.2074241012949,"Lista del apruebo11",0.0331491712707182,0.371516821037401,251.371977170749,0.00147795639441958
"Lista del apruebo",11,"PEÑALOLEN",6,7949,813782,77.6456114782583,"Lista del apruebo11",0.0331491712707182,2.57388767331243,251.371977170749,0.0102393580314009
"Lista del apruebo",11,"VITACURA",6,4785,813782,28.1355756209894,"Lista del apruebo11",0.0331491712707182,0.932671015060422,251.371977170749,0.00371032215109199
"Lista del apruebo",12,"LA FLORIDA",7,7911,813782,76.905020017646,"Lista del apruebo12",0.0386740331491713,2.97422729350012,251.371977170749,0.0118319763681527
"Lista del apruebo",12,"LA PINTANA",7,3449,813782,14.6176752496369,"Lista del apruebo12",0.0386740331491713,0.565324457168277,251.371977170749,0.00224895576480376
"Lista del apruebo",12,"PIRQUE",7,560,813782,0.385361190097594,"Lista del apruebo12",0.0386740331491713,0.0149034714402384,251.371977170749,5.92885158002913e-05
"Lista del apruebo",12,"PUENTE ALTO",7,7871,813782,76.1292840097225,"Lista del apruebo12",0.0386740331491713,2.94422645341468,251.371977170749,0.0117126279808618
"Lista del apruebo",12,"SAN JOSE DE MAIPO",7,546,813782,0.366333981336525,"Lista del apruebo12",0.0386740331491713,0.0141676125378767,251.371977170749,5.63611453326519e-05
"Lista del apruebo",13,"EL BOSQUE",6,11837,813782,172.177031440853,"Lista del apruebo13",0.0331491712707182,5.70752590411666,251.371977170749,0.0227054979172945
"Lista del apruebo",13,"LA CISTERNA",6,6965,813782,59.6120644103703,"Lista del apruebo13",0.0331491712707182,1.97609053294045,251.371977170749,0.00786122047167634
"Lista del apruebo",13,"LO ESPEJO",6,6839,813782,57.4747549097916,"Lista del apruebo13",0.0331491712707182,1.90524049424723,251.371977170749,0.00757936710245574
"Lista del apruebo",13,"PEDRO AGUIRRE CERDA",6,7723,813782,73.2932517553841,"Lista del apruebo13",0.0331491712707182,2.4296105554271,251.371977170749,0.00966539939245788
"Lista del apruebo",13,"SAN MIGUEL",6,9067,813782,101.022741962835,"Lista del apruebo13",0.0331491712707182,3.3488201755636,251.371977170749,0.0133221698506546
"Lista del apruebo",13,"SAN RAMON",6,6496,813782,51.8542017395322,"Lista del apruebo13",0.0331491712707182,1.71892381457013,251.371977170749,0.00683816801664616
"Lista del apruebo",14,"ALHUE",6,1011,813782,1.25601328119816,"Lista del apruebo14",0.0331491712707182,0.0416357993767345,251.371977170749,0.000165634212076283
